연령군,성별,단계,운동명,빈도,비율%
성장기,M,본운동,걷기,2177,1.73
성장기,M,본운동,윗몸 일으키기,1946,1.55
성장기,M,본운동,발 바꿔 뛰기,1887,1.5
성장기,M,본운동,몸통 들어올리기,1616,1.28
성장기,M,본운동,누워 다리 들어올리기,1580,1.26
성장기,M,본운동,앞굽이 앉았다 일어서기,1554,1.23
성장기,M,본운동,팔다리 교차 버티기,1536,1.22
성장기,M,본운동,달리기,1412,1.12
성장기,M,본운동,사다리 운동 루틴프로그램,1228,0.98
성장기,M,본운동,팔굽혀펴기,1199,0.95
성장기,M,본운동,엎드려 버티기,1107,0.88
성장기,M,본운동,크런치 사이클,1089,0.87
성장기,M,본운동,뒤로 팔굽혀펴기,1035,0.82
성장기,M,본운동,엎드려 팔다리 교차올리기,963,0.77
성장기,M,본운동,순간반응 콘 찍기,950,0.75
성장기,M,본운동,박스 운동 루틴프로그램,938,0.75
성장기,M,본운동,요가 및 필라테스 루틴프로그램,928,0.74
성장기,M,본운동,계단 올라갔다 내려오기,902,0.72
성장기,M,본운동,왕복달리기,880,0.7
성장기,M,본운동,바운딩 운동 루틴프로그램,863,0.69
성장기,M,본운동,정적 스트레칭 루틴프로그램,825,0.66
성장기,M,본운동,무릎 높이 들어 뛰기,800,0.64
성장기,M,본운동,손 뻗어 윗몸 일으키기,723,0.57
성장기,M,본운동,사이드 지그재그 뛰기,696,0.55
성장기,M,본운동,메디신볼 운동 루틴프로그램,691,0.55
성장기,M,본운동,줄넘기,672,0.53
성장기,M,본운동,엎드려 팔 대고 버티기,648,0.51
성장기,M,본운동,실내 자전거타기,614,0.49
성장기,M,본운동,팔 벌려 뛰기,605,0.48
성장기,M,본운동,앉았다 일어나며 점프하기,601,0.48
성장기,M,본운동,연속 사이드 스쿼드,578,0.46
성장기,M,본운동,몸통 옆으로 굽히기,577,0.46
성장기,M,본운동,벽패스,575,0.46
성장기,M,본운동,뒤꿈치 높이들어 뛰기,569,0.45
성장기,M,본운동,윗몸올리기,557,0.44
성장기,M,본운동,윗몸말아올리기,537,0.43
성장기,M,본운동,V자 싸이클,534,0.42
성장기,M,본운동,공 양손으로 주고 받기,509,0.4
성장기,M,본운동,앉아서 당겨 내리기,507,0.4
성장기,M,본운동,바로서서 상체 숙이기,496,0.39
성장기,M,본운동,볼 잡고 점프하기,492,0.39
성장기,M,본운동,1단 줄넘기,491,0.39
성장기,M,본운동,버피운동,475,0.38
성장기,M,본운동,한발 앞으로 내밀고 앉았다 일어서기,469,0.37
성장기,M,본운동,짐볼 운동 루틴프로그램,453,0.36
성장기,M,본운동,누워 무릎 기울기,443,0.35
성장기,M,본운동,엎드려 팔로 걷기,438,0.35
성장기,M,본운동,앉았다 일어서면서 점프하기,433,0.34
성장기,M,본운동,사이드 스텝,425,0.34
성장기,M,본운동,다리 뻗어 올리기,413,0.33
성장기,M,본운동,점프하며 뛰기,411,0.33
성장기,M,본운동,종아리 사이 감아 돌리기,409,0.32
성장기,M,본운동,한발 연속 뛰기,407,0.32
성장기,M,본운동,넙다리 뒤쪽 스트레칭,402,0.32
성장기,M,본운동,실외 자전거타기,395,0.31
성장기,M,본운동,계단 오르기,381,0.3
성장기,M,본운동,엎드려 무릎 연속 차기,364,0.29
성장기,M,본운동,동적 스트레칭 루틴프로그램,362,0.29
성장기,M,본운동,하지 루틴 스트레칭2,361,0.29
성장기,M,본운동,턱걸이,351,0.28
성장기,M,본운동,척추 들어올리기,351,0.28
성장기,M,본운동,엎드려 상체 들어올리기,349,0.28
성장기,M,본운동,무릎 높여 제자리 달리기,346,0.27
성장기,M,본운동,누워서 뒤로 팔굽혀펴기,342,0.27
성장기,M,본운동,메디신 볼 잡고 팔굽혀펴기,341,0.27
성장기,M,본운동,하지 루틴 스트레칭1,338,0.27
성장기,M,본운동,순간반응 콘 찍기 2,336,0.27
성장기,M,본운동,제자리 뛰기,331,0.26
성장기,M,본운동,목 스트레칭,330,0.26
성장기,M,본운동,계단 뛰어 오르기,328,0.26
성장기,M,본운동,콘운동 루틴프로그램,327,0.26
성장기,M,본운동,누워서 엉덩이 들어올리기,320,0.25
성장기,M,본운동,엉덩이 스트레칭,317,0.25
성장기,M,본운동,트레드밀에서 걷기,305,0.24
성장기,M,본운동,빠르게 무릎들어 뛰기,301,0.24
성장기,M,본운동,슈퍼맨자세,294,0.23
성장기,M,본운동,다리 뻗어 점프하기,293,0.23
성장기,M,본운동,앉아서 다리 펴기,286,0.23
성장기,M,본운동,잔발치기,286,0.23
성장기,M,본운동,나무자세,281,0.22
성장기,M,본운동,사다리 안팎 뛰기,281,0.22
성장기,M,본운동,넙다리 안쪽 스트레칭,277,0.22
성장기,M,본운동,나비자세,271,0.22
성장기,M,본운동,전신 루틴 스트레칭,269,0.21
성장기,M,본운동,양발 교차하여 서서 몸통 숙이기,262,0.21
성장기,M,본운동,제자리 멀리 뛰기,259,0.21
성장기,M,본운동,옆구리 스트레칭,257,0.2
성장기,M,본운동,짝 스트레칭 루틴프로그램,257,0.2
성장기,M,본운동,팔 돌리며 점프하기,255,0.2
성장기,M,본운동,상지 루틴 스트레칭,254,0.2
성장기,M,본운동,양팔 크게 벌리기,252,0.2
성장기,M,본운동,앉아서 다리 밀기,250,0.2
성장기,M,본운동,엎드려 다리 들어올리기,248,0.2
성장기,M,본운동,훌라후프하며 앞으로 가기,246,0.2
성장기,M,본운동,허리 굽혀 팔 뒤로 들기,245,0.19
성장기,M,본운동,옆으로 누워 버티기,243,0.19
성장기,M,본운동,런지하며 상체 비틀기,243,0.19
성장기,M,본운동,다리자세,239,0.19
성장기,M,본운동,양 손 번갈아 공 튀기기,238,0.19
성장기,M,본운동,몸통 스트레칭,233,0.19
성장기,M,본운동,크게 다리벌려 교차 뛰기,231,0.18
성장기,M,본운동,왜가리 자세,229,0.18
성장기,M,본운동,앉아서 상체 앞 옆으로 기울기,227,0.18
성장기,M,본운동,상체 감아올리기,223,0.18
성장기,M,본운동,다리 들어올리기,222,0.18
성장기,M,본운동,허리 스트레칭,220,0.17
성장기,M,본운동,앉아서 엉덩이 들고 이동하기,219,0.17
성장기,M,본운동,옆으로 굽히기,218,0.17
성장기,M,본운동,팔굽혀펴기 후 점프하기,217,0.17
성장기,M,본운동,W 스텝,215,0.17
성장기,M,본운동,스텝퍼 옆으로 뛰어넘기,211,0.17
성장기,M,본운동,엇박자 뛰기,209,0.17
성장기,M,본운동,옆으로 팔 벌리며 점프하기,205,0.16
성장기,M,본운동,양발 모아 좌우 뛰기,201,0.16
성장기,M,본운동,다리뻗어 상체 숙이기,197,0.16
성장기,M,본운동,한쪽 다리펴고 상체 숙이기,197,0.16
성장기,M,본운동,연속 상향 점프하기,194,0.15
성장기,M,본운동,훌라후프로 공 끌고 가기,194,0.15
성장기,M,본운동,측면 팔대고 버티기,188,0.15
성장기,M,본운동,뛰어 내렸다가 바로 점프하기,185,0.15
성장기,M,본운동,발 끝 당기기,184,0.15
성장기,M,본운동,양발 연속 뛰기,183,0.15
성장기,M,본운동,다리 교대로 들어올리기,181,0.14
성장기,M,본운동,한 발 끌어당기기,180,0.14
성장기,M,본운동,박스 옆으로 번갈아 뛰기,180,0.14
성장기,M,본운동,좌식생활자를 위한 동적 루틴 스트레칭,179,0.14
성장기,M,본운동,아기자세,177,0.14
성장기,M,본운동,2단 줄넘기,175,0.14
성장기,M,본운동,양팔 벌려 높이 뛰기,174,0.14
성장기,M,본운동,앉아서 밀기,173,0.14
성장기,M,본운동,빠른 발 뛰기,172,0.14
성장기,M,본운동,짐볼 배에 대고 버티기,171,0.14
성장기,M,본운동,바벨들어올리기,171,0.14
성장기,M,본운동,박스 오르내리기,171,0.14
성장기,M,본운동,팔로 써클링 누르기,171,0.14
성장기,M,본운동,양발 교차 뛰기,170,0.14
성장기,M,본운동,소머리 자세,169,0.13
성장기,M,본운동,좌우 양발모아 점프하기,169,0.13
성장기,M,본운동,앉아서 위로 밀기,169,0.13
성장기,M,본운동,등/어깨 뒤쪽 스트레칭,168,0.13
성장기,M,본운동,점프 후 버티기,168,0.13
성장기,M,본운동,팔벌려뛰기,167,0.13
성장기,M,본운동,몸통 앞으로 굽혀 걷기,166,0.13
성장기,M,본운동,옆으로 누워 다리 들어올리기,165,0.13
성장기,M,본운동,엎드려 무릎 당기기,164,0.13
성장기,M,본운동,빠른 발 안팎 뛰기,162,0.13
성장기,M,본운동,스텝박스 오르내리기,162,0.13
성장기,M,본운동,서서 한팔 들어 오른쪽 왼쪽 뻗기,161,0.13
성장기,M,본운동,배스트레칭,159,0.13
성장기,M,본운동,뒷발 교차 뛰기,159,0.13
성장기,M,본운동,뒤꿈치 들기,157,0.12
성장기,M,본운동,전사자세,156,0.12
성장기,M,본운동,무릎-허리 높이로 공 튀기기,154,0.12
성장기,M,본운동,전후 교차 뛰기,151,0.12
성장기,M,본운동,뒤로 팔 뻗기,150,0.12
성장기,M,본운동,공 위로 던지고 제자리 돌아 받기,149,0.12
성장기,M,본운동,엎드려서 팔 다리 들기,148,0.12
성장기,M,본운동,스텝퍼 올라가서 점프하여 착지하기,148,0.12
성장기,M,본운동,메디신 볼 잡고 런지하며 상체비틀기,148,0.12
성장기,M,본운동,양발 모았다 벌려뛰기,148,0.12
성장기,M,본운동,전신 비틀며 전진하기,147,0.12
성장기,M,본운동,온 몸 뻗어주기,147,0.12
성장기,M,본운동,어깨 누르기,147,0.12
성장기,M,본운동,앉아서 뒤로 당기기,145,0.12
성장기,M,본운동,십(十)자 드리블,142,0.11
성장기,M,본운동,누워서 팔 다리 동시에 들어올리기,141,0.11
성장기,M,본운동,파워클린,141,0.11
성장기,M,본운동,백 슬라이드,139,0.11
성장기,M,본운동,상체 앞으로 숙이기,139,0.11
성장기,M,본운동,짐볼 이용해 앉았다 일어서기,138,0.11
성장기,M,본운동,팔꿈치 굽히기,137,0.11
성장기,M,본운동,겨드랑이 늘리기,137,0.11
성장기,M,본운동,양발 교차 올리기,136,0.11
성장기,M,본운동,의자에 앉아 옆구리 숙이기,136,0.11
성장기,M,본운동,앉아서 몸통 움츠리기,134,0.11
성장기,M,본운동,다리벌려 풍차돌기,133,0.11
성장기,M,본운동,사이드 한발 뛰기,132,0.1
성장기,M,본운동,네발기기 자세로 팔 다리 들기,131,0.1
성장기,M,본운동,허리 감아 볼 돌리기,131,0.1
성장기,M,본운동,다리 감아올리기,130,0.1
성장기,M,본운동,한 발 무릎위 올려차기,130,0.1
성장기,M,본운동,반달자세,129,0.1
성장기,M,본운동,합장하여 앞으로 숙이기,128,0.1
성장기,M,본운동,앉아서 다리 모으기,128,0.1
성장기,M,본운동,발에 밴드걸고 윗몸일으키기,128,0.1
성장기,M,본운동,볼 튕기면서 스쿼트,127,0.1
성장기,M,본운동,물병 옆으로 들어올리기,127,0.1
성장기,M,본운동,의자에 앉아 몸통비틀기,125,0.1
성장기,M,본운동,서서 바벨 위로 밀기,125,0.1
성장기,M,본운동,아령 앞으로 들어올리기,125,0.1
성장기,M,본운동,소파를 이용한 윗몸올리기,124,0.1
성장기,M,본운동,네발 걷기,123,0.1
성장기,M,본운동,한 발 뒤로 들어올리기,121,0.1
성장기,M,본운동,의자에 앉아 물병 들고 몸통 돌리기,119,0.09
성장기,M,본운동,목 돌리기,119,0.09
성장기,M,본운동,한발 들기,118,0.09
성장기,M,본운동,다리모아 무릎 누르기,117,0.09
성장기,M,본운동,십(十)자 달리기,117,0.09
성장기,M,본운동,점프해서 손 발끝 닿기,116,0.09
성장기,M,본운동,벽잡고 빨리 뛰기,116,0.09
성장기,M,본운동,의자 잡고 팔 뒤로 굽히기,114,0.09
성장기,M,본운동,점프해서 발바닥 치기,113,0.09
성장기,M,본운동,바벨 끌어당기기,110,0.09
성장기,M,본운동,다리굽혀 허리 비틀기,110,0.09
성장기,M,본운동,볼 잡고 몸통 기울이기,107,0.09
성장기,M,본운동,누워서 다리 들어올리기,107,0.09
성장기,M,본운동,누워 발목 당겨주기,107,0.09
성장기,M,본운동,의자 잡고 반복 옆 뛰기,107,0.09
성장기,M,본운동,무릎 들어 연속 뛰기,106,0.08
성장기,M,본운동,양손 모아 균형 잡기,105,0.08
성장기,M,본운동,발바닥 마주대고 끌어당기기,105,0.08
성장기,M,본운동,앉아서 양팔 당기기,104,0.08
성장기,M,본운동,깍지 끼고 상체 숙이기,104,0.08
성장기,M,본운동,양발 벌려 무릎 밀어내기,104,0.08
성장기,M,본운동,발목 돌리기,103,0.08
성장기,M,본운동,다리 굽혀(W자) 상체 뒤로 눕기,103,0.08
성장기,M,본운동,앞뒤 지그재그 뛰기,102,0.08
성장기,M,본운동,전진 점프하며 발바닥 찍기,102,0.08
성장기,M,본운동,머리 위로 볼 돌리기,101,0.08
성장기,M,본운동,윗몸 말아 올리기,100,0.08
성장기,M,본운동,누워서 팔 밀기,99,0.08
성장기,M,본운동,한발 앞뒤 교차 뛰기,99,0.08
성장기,M,본운동,손목 펴기/굽히기,99,0.08
성장기,M,본운동,고양이 자세,99,0.08
성장기,M,본운동,누워서 가슴 밀기,98,0.08
성장기,M,본운동,넙다리 앞쪽 스트레칭,97,0.08
성장기,M,본운동,콘 뛰어넘기,97,0.08
성장기,M,본운동,누워서 전신 뻗기,96,0.08
성장기,M,본운동,팔 들어 올리며 런지,95,0.08
성장기,M,본운동,전진 점프하며 발 뒤꿈치 찍기,95,0.08
성장기,M,본운동,대퇴이두근 스트레칭2,94,0.07
성장기,M,본운동,스텝퍼 뛰어서 오르내리기,93,0.07
성장기,M,본운동,50M 달리기,93,0.07
성장기,M,본운동,엉덩이 늘리기,92,0.07
성장기,M,본운동,짐볼 전완대고 버티기,92,0.07
성장기,M,본운동,한발로 점프하기,92,0.07
성장기,M,본운동,앉아서 다리 올리기,92,0.07
성장기,M,본운동,앉아서 다리 굽히기,90,0.07
성장기,M,본운동,엉덩이 스트레칭2,90,0.07
성장기,M,본운동,어깨 뒤쪽 스트레칭,89,0.07
성장기,M,본운동,서서 상체 일으키기,89,0.07
성장기,M,본운동,좌우 이동하며 팔굽혀펴기,88,0.07
성장기,M,본운동,다리 모았다 벌려 뛰기,88,0.07
성장기,M,본운동,팔꿈치 고정 후 벌리기,87,0.07
성장기,M,본운동,한 발 들어올리기,87,0.07
성장기,M,본운동,앉았다 일어서며 팔 들어올리기,86,0.07
성장기,M,본운동,점프하며 앞으로 나가기,86,0.07
성장기,M,본운동,서서 뒤꿈치 들기,85,0.07
성장기,M,본운동,웅크리고 앉아 손잡고 상체 숙이기,84,0.07
성장기,M,본운동,앞차기하며 뛰기,83,0.07
성장기,M,본운동,시소우,83,0.07
성장기,M,본운동,다리 앞뒤로 벌려 굽혔다 펴기,80,0.06
성장기,M,본운동,사이드 스텝 점프하기,79,0.06
성장기,M,본운동,연속 하향 점프하기,79,0.06
성장기,M,본운동,밴드 어깨 뒤로 들어올리기,78,0.06
성장기,M,본운동,반복 옆뛰기,77,0.06
성장기,M,본운동,허리숙여 양팔 돌리기,76,0.06
성장기,M,본운동,연속 무릎 올리기,76,0.06
성장기,M,본운동,서서 발목 누르기,75,0.06
성장기,M,본운동,허리 비틀어 앉았다 일어서기,75,0.06
성장기,M,본운동,의자에 앉아 가슴 뒤로 젖히기,74,0.06
성장기,M,본운동,팔꿈치 원 그리기,73,0.06
성장기,M,본운동,스텝퍼 오르내리기,71,0.06
성장기,M,본운동,머리 뒤로 깍지 끼고 상체 숙이기,71,0.06
성장기,M,본운동,빠르게 앞무릎 올리기,69,0.05
성장기,M,본운동,서서 발목 뒤로 당기기,69,0.05
성장기,M,본운동,아령 뒤로 들어올리기,69,0.05
성장기,M,본운동,밴드 앞 옆으로 들어올리기,68,0.05
성장기,M,본운동,뛰어 밀기,67,0.05
성장기,M,본운동,앉아서 한 발 앞으로 굽히기,67,0.05
성장기,M,본운동,회전 초승달 자세,66,0.05
성장기,M,본운동,누워서 다리 굽히기,65,0.05
성장기,M,본운동,몸통 비틀기,65,0.05
성장기,M,본운동,덤벨 잡고 뒤꿈치 들기,65,0.05
성장기,M,본운동,다리들어 옆으로 올리기,64,0.05
성장기,M,본운동,물속에서 걷기,64,0.05
성장기,M,본운동,옆으로 다리 뻗기,64,0.05
성장기,M,본운동,의자 앞에서 앉았다 일어서기,63,0.05
성장기,M,본운동,사다리 좌우 뛰기,63,0.05
성장기,M,본운동,바벨 들어 팔꿈치 굽히기,63,0.05
성장기,M,본운동,아쿠아로빅,63,0.05
성장기,M,본운동,전갈자세,63,0.05
성장기,M,본운동,앉아서 다리 펴서 들어올리기,63,0.05
성장기,M,본운동,다리 벌려 앞으로 상체 숙이기,63,0.05
성장기,M,본운동,다리 모아 상체 숙이기,62,0.05
성장기,M,본운동,가슴/어깨 앞쪽 스트레칭,61,0.05
성장기,M,본운동,다리 넓게 벌려 앉았다 일어서기,60,0.05
성장기,M,본운동,V자 버티기,60,0.05
성장기,M,본운동,팔 빨리 흔들기,60,0.05
성장기,M,본운동,옆으로 팔 대고 버티기,59,0.05
성장기,M,본운동,앞굽이 뛰기,58,0.05
성장기,M,본운동,다리 벌려 옆으로 상체 숙이기,58,0.05
성장기,M,본운동,매달려서 다리 들기,57,0.05
성장기,M,본운동,엎드려 한발 원 그리기,57,0.05
성장기,M,본운동,S자 달리기,57,0.05
성장기,M,본운동,누워 무릎 교차 올리기,56,0.04
성장기,M,본운동,앉은 산 자세,56,0.04
성장기,M,본운동,아래 팔 스트레칭,55,0.04
성장기,M,본운동,누워서 다리 펴고 원 그리기,55,0.04
성장기,M,본운동,유산소 운동 전 동적 루틴 스트레칭,54,0.04
